hts8,brief_description
34011900,"Soap; organic surface-active products used as soap, in bars, cakes, pieces; soap-impregnated paper, wadding, felt, not for toilet use"
34012000,"Soap, not in the form of bars, cakes, molded pieces or shapes"
34013010,"Organic surface-active products for wash skin, in liquid or cream, contain any aromatic/mod aromatic surface-active agent, put up for retail"
34013010,"Organic surface-active products for wash skin, in liquid or cream, contain any aromatic/mod aromatic surface-active agent, put up for retail"
34013050,"Organic surface-active products and preparations for washing the skin, in liquid or cream form, put up for retail sale, nesoi"
34021120,Linear alkylbenzene sulfonates
34021120,Linear alkylbenzene sulfonates
34021140,"Anionic, aromatic or modified aromatic organic surface-active agents, whether or not put up for retail sale, nesoi"
34021140,"Anionic, aromatic or modified aromatic organic surface-active agents, whether or not put up for retail sale, nesoi"
34021150,Nonaromatic anionic organic surface-active agents (other than soap)
34021150,Nonaromatic anionic organic surface-active agents (other than soap)
34021210,Aromatic or modified aromatic cationic organic surface-active agents (other than soap)
34021210,Aromatic or modified aromatic cationic organic surface-active agents (other than soap)
34021250,Nonaromatic cationic organic surface-active agents (other than soap)
34021250,Nonaromatic cationic organic surface-active agents (other than soap)
34021310,Aromatic or modified aromatic nonionic organic surface-active agents (other than soap)
34021310,Aromatic or modified aromatic nonionic organic surface-active agents (other than soap)
34021320,Nonaromatic nonionic organic surface-active agents (other than soap) of fatty substances of animal or vegetable origin
34021320,Nonaromatic nonionic organic surface-active agents (other than soap) of fatty substances of animal or vegetable origin
34021350,"Nonaromatic nonionic organic surface-active agents (other than soap), other than of fatty substances of animal or vegetable origin"
34021350,"Nonaromatic nonionic organic surface-active agents (other than soap), other than of fatty substances of animal or vegetable origin"
34021910,"Aromatic or modified aromatic organic surface-active agents (other than soap) other than anionic, cationic or nonionic"
34021910,"Aromatic or modified aromatic organic surface-active agents (other than soap) other than anionic, cationic or nonionic"
34021950,Nonaromatic organic surface-active agents (other than soap) nesoi
34021950,Nonaromatic organic surface-active agents (other than soap) nesoi
34022011,"Surface-active/washing/cleaning preparations containing any aromatic or mod aromatic surface-active agent, put up for retail, not head 3401"
34022011,"Surface-active/washing/cleaning preparations containing any aromatic or mod aromatic surface-active agent, put up for retail, not head 3401"
34022051,"Surface-active, washing, and cleaning preparations nesoi, put up for retail sale, not of heading 3401"
34029010,Synthetic detergents put up for retail sale
34029010,Synthetic detergents put up for retail sale
34029030,"Surface-active, washing, and cleaning preparations cont. any aromatic or modified aromatic surface-active agent, put up for retail sale"
34029030,"Surface-active, washing, and cleaning preparations cont. any aromatic or modified aromatic surface-active agent, put up for retail sale"
34029050,"Surface-active, washing, and cleaning preparations nesoi, put up for retail sale"
34029050,"Surface-active, washing, and cleaning preparations nesoi, put up for retail sale"
34031120,"Preparations for the treatment of textile materials, containing 50 but not over 70 percent or more by weight of petroleum oils"
34031120,"Preparations for the treatment of textile materials, containing 50 but not over 70 percent or more by weight of petroleum oils"
34031140,"Preparations for the treatment of textile materials, containing less than 50 percent by weight of petroleum oils"
34031140,"Preparations for the treatment of textile materials, containing less than 50 percent by weight of petroleum oils"
34031150,"Preparations for the treatment of leather, furskins, other materials nesoi, containing less than 70% petroleum or bituminous mineral oils"
34031150,"Preparations for the treatment of leather, furskins, other materials nesoi, containing less than 70% petroleum or bituminous mineral oils"
34031910,Lubricating preparations containing 50% but less than 70% by weight of petroleum oils or of oils obtained from bituminous minerals
34031910,Lubricating preparations containing 50% but less than 70% by weight of petroleum oils or of oils obtained from bituminous minerals
34031950,Lubricating preparations containing less than 50% by weight of petroleum oils or of oils from bituminous minerals
34031950,Lubricating preparations containing less than 50% by weight of petroleum oils or of oils from bituminous minerals
34039110,"Preparations for the treatment of textile materials, nesoi"
34039110,"Preparations for the treatment of textile materials, nesoi"
34039150,"Preparations nesoi, for the treatment of leather, furskins or other materials nesoi"
34039150,"Preparations nesoi, for the treatment of leather, furskins or other materials nesoi"
34039900,"Lubricating preparations (incl. lubricant-based preparations), nesoi"
34039900,"Lubricating preparations (incl. lubricant-based preparations), nesoi"
34042000,Artificial waxes and prepared waxes of polyethylene glycol
34049010,Artificial waxes and prepared waxes containing bleached beeswax
34049051,Artificial waxes and prepared waxes
34051000,"Polishes, creams and similar preparations for footwear or leather"
34052000,"Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork"
34053000,"Polishes and similar preparations for coachwork, other than metal polishes"
34054000,Scouring pastes and powders and other scouring preparations
34059000,"Polishes, creams and similar preparations for glass or metal"
34060000,"Candles, tapers and the like"
34070020,"Modeling pastes, including those put up for children's amusement"
34070040,"Modeling pastes, nesoi"
35011010,"Casein, milk protein concentrate"
35011010,"Casein, milk protein concentrate"
35011050,"Casein, other than milk protein concentrate"
35019020,Casein glues
35019020,Casein glues
35019060,"Caseinates and other casein derivatives, nesoi"
35019060,"Caseinates and other casein derivatives, nesoi"
35021100,"Egg albumin, dried"
35021100,"Egg albumin, dried"
35021900,"Egg albumin, other than dried"
35021900,"Egg albumin, other than dried"
35022000,"Milk albumin, including concentrates of two or more whey proteins"
35029000,"Albumins, albuminates and other albumin derivatives, nesoi"
35030010,Fish glue
35030010,Fish glue
35030020,Inedible gelatin and animal glue valued under 88 cents per kg
35030020,Inedible gelatin and animal glue valued under 88 cents per kg
35030040,Inedible gelatin and animal glue valued 88 cents or more per kg
35030040,Inedible gelatin and animal glue valued 88 cents or more per kg
35030055,"Gelatin sheets and derivatives, nesoi; isinglass; other glues of animal origin, nesoi"
35030055,"Gelatin sheets and derivatives, nesoi; isinglass; other glues of animal origin, nesoi"
35040010,Protein isolates
35040010,Protein isolates
35040050,"Peptones and their derivatives; protein substances and their derivatives, nesoi; hide powder"
35040050,"Peptones and their derivatives; protein substances and their derivatives, nesoi; hide powder"
35051000,Dextrins and other modified starches
35051000,Dextrins and other modified starches
35052000,Glues based on starches or on dextrins or other modified starches
35052000,Glues based on starches or on dextrins or other modified starches
35061010,"Animal glue, including casein glue but not including fish glue, not exceeding a net weight of 1 kg, put up for retail sale"
35061010,"Animal glue, including casein glue but not including fish glue, not exceeding a net weight of 1 kg, put up for retail sale"
35061050,"Products suitable for use as glues or adhesives, nesoi, not exceeding 1 kg, put up for retail sale"
35061050,"Products suitable for use as glues or adhesives, nesoi, not exceeding 1 kg, put up for retail sale"
35069110,"Adhesive preparations based on rubber or plastics (including artificial resins), optically clear, for flat panel & touchscreen displays"
35069150,Other adhesive preparations based on rubber or plastics (including artificial resins)
35069150,Other adhesive preparations based on rubber or plastics (including artificial resins)
35069900,"Prepared glues and other prepared adhesives, excluding adhesives based on rubber or plastics, nesoi"
35069900,"Prepared glues and other prepared adhesives, excluding adhesives based on rubber or plastics, nesoi"
35071000,Rennet and concentrates thereof
35079020,Penicillin G amidase
35079070,"Enzymes and prepared enzymes, nesoi"
36010000,Propellant powders
36010000,Propellant powders
36010000,Propellant powders
36020000,"Prepared explosives, other than propellant powders"
36030030,Safety fuses or detonating fuses
36030030,Safety fuses or detonating fuses
36030030,Safety fuses or detonating fuses
36030060,Percussion caps
36030060,Percussion caps
36030060,Percussion caps
